time: 1e-09, e: 1000000000000.0, Ar2^+: 0, Ar*: 0, Ar2(W)^+: 0, Ar(W)^+: 0, Ar^+: 1000000000000.0, Ar: 3.2187760973281406e+24, e(W): 0, EN: 77.66808103688814
time: 0.0005610833399843047, e: 2.4344627257484826e+17, Ar2^+: 2.4555540436772653e+17, Ar*: 1.978966791025704e+18, Ar2(W)^+: 8.278623938448195e+17, Ar(W)^+: 1819387931209115.0, Ar^+: 495799593774219.1, Ar: 3.2187719691974265e+24, e(W): 8.322867131626765e+17, EN: 4.5184374110416075
time: 0.0005627441838336602, e: 2.4439627257484826e+17, Ar2^+: 2.4598540436772653e+17, Ar*: 1.970456791025704e+18, Ar2(W)^+: 8.304323938448195e+17, Ar(W)^+: 1839387931209115.0, Ar^+: 615799593774219.1, Ar: 3.218771971567268e+24, e(W): 8.344767131626765e+17, EN: 4.4965670800484
time: 0.0005644191642835789, e: 2.4448627257484826e+17, Ar2^+: 2.4664540436772653e+17, Ar*: 1.957186791025704e+18, Ar2(W)^+: 8.326523938448195e+17, Ar(W)^+: 1849387931209115.0, Ar^+: 435799593774219.1, Ar: 3.218771979246972e+24, e(W): 8.370967131626765e+17, EN: 4.494506821711022
time: 0.0005660918972531592, e: 2.4406627257484826e+17, Ar2^+: 2.4563540436772653e+17, Ar*: 1.948536791025704e+18, Ar2(W)^+: 8.355523938448195e+17, Ar(W)^+: 1849387931209115.0, Ar^+: 475799593774219.1, Ar: 3.218771984076746e+24, e(W): 8.394467131626765e+17, EN: 4.504138577837271
time: 0.0005677767121305621, e: 2.4420627257484826e+17, Ar2^+: 2.4554540436772653e+17, Ar*: 1.948696791025704e+18, Ar2(W)^+: 8.380423938448195e+17, Ar(W)^+: 1859387931209115.0, Ar^+: 485799593774219.1, Ar: 3.2187719790967673e+24, e(W): 8.417267131626765e+17, EN: 4.500923119115759
time: 0.000569453301654229, e: 2.4415627257484826e+17, Ar2^+: 2.4550540436772653e+17, Ar*: 1.952406791025704e+18, Ar2(W)^+: 8.405323938448195e+17, Ar(W)^+: 1859387931209115.0, Ar^+: 575799593774219.1, Ar: 3.2187719703968767e+24, e(W): 8.443167131626765e+17, EN: 4.502070937359397
time: 0.0005711298653600164, e: 2.4385627257484826e+17, Ar2^+: 2.4500540436772653e+17, Ar*: 1.954306791025704e+18, Ar2(W)^+: 8.432523938448195e+17, Ar(W)^+: 1859387931209115.0, Ar^+: 635799593774219.1, Ar: 3.2187719639969207e+24, e(W): 8.468967131626765e+17, EN: 4.508970940581443
time: 0.0005727910622002305, e: 2.4399627257484826e+17, Ar2^+: 2.4521540436772653e+17, Ar*: 1.955256791025704e+18, Ar2(W)^+: 8.456023938448195e+17, Ar(W)^+: 1859387931209115.0, Ar^+: 505799593774219.1, Ar: 3.2187719580569584e+24, e(W): 8.491867131626765e+17, EN: 4.505748142500293
time: 0.0005744680729850398, e: 2.4448627257484826e+17, Ar2^+: 2.4537540436772653e+17, Ar*: 1.947406791025704e+18, Ar2(W)^+: 8.480923938448195e+17, Ar(W)^+: 1869387931209115.0, Ar^+: 575799593774219.1, Ar: 3.218771960526779e+24, e(W): 8.514267131626765e+17, EN: 4.494506824753305
time: 0.0005761573028416359, e: 2.4449627257484826e+17, Ar2^+: 2.4532540436772653e+17, Ar*: 1.942716791025704e+18, Ar2(W)^+: 8.505723938448195e+17, Ar(W)^+: 1869387931209115.0, Ar^+: 545799593774219.1, Ar: 3.2187719603866673e+24, e(W): 8.538167131626765e+17, EN: 4.4942780314979265
time: 0.0005778457068448215, e: 2.4418627257484826e+17, Ar2^+: 2.4487540436772653e+17, Ar*: 1.938226791025704e+18, Ar2(W)^+: 8.531823938448195e+17, Ar(W)^+: 1869387931209115.0, Ar^+: 475799593774219.1, Ar: 3.218771960626552e+24, e(W): 8.562167131626765e+17, EN: 4.501382174606658
time: 0.0005795248797752247, e: 2.4378627257484826e+17, Ar2^+: 2.4462540436772653e+17, Ar*: 1.938916791025704e+18, Ar2(W)^+: 8.556923938448195e+17, Ar(W)^+: 1869387931209115.0, Ar^+: 435799593774219.1, Ar: 3.218771955456582e+24, e(W): 8.588367131626765e+17, EN: 4.510584182186846
time: 0.0005812109052817105, e: 2.4437627257484826e+17, Ar2^+: 2.4449540436772653e+17, Ar*: 1.938816791025704e+18, Ar2(W)^+: 8.587323938448195e+17, Ar(W)^+: 1879387931209115.0, Ar^+: 575799593774219.1, Ar: 3.218771949586614e+24, e(W): 8.613067131626765e+17, EN: 4.49702519384427
time: 0.0005829035392170809, e: 2.4477627257484826e+17, Ar2^+: 2.4473540436772653e+17, Ar*: 1.928286791025704e+18, Ar2(W)^+: 8.612323938448195e+17, Ar(W)^+: 1879387931209115.0, Ar^+: 525799593774219.1, Ar: 3.2187719546863856e+24, e(W): 8.635967131626765e+17, EN: 4.487881845653234
time: 0.0005846025570835742, e: 2.4468627257484826e+17, Ar2^+: 2.4457540436772653e+17, Ar*: 1.928706791025704e+18, Ar2(W)^+: 8.639823938448195e+17, Ar(W)^+: 1879387931209115.0, Ar^+: 575799593774219.1, Ar: 3.218771949036416e+24, e(W): 8.663267131626765e+17, EN: 4.489935652402982
time: 0.0005862994094740805, e: 2.4459627257484826e+17, Ar2^+: 2.4431540436772653e+17, Ar*: 1.925596791025704e+18, Ar2(W)^+: 8.667823938448195e+17, Ar(W)^+: 1889387931209115.0, Ar^+: 555799593774219.1, Ar: 3.218771947076358e+24, e(W): 8.689467131626765e+17, EN: 4.491991458226928
time: 0.0005879898776852543, e: 2.4481627257484826e+17, Ar2^+: 2.4441540436772653e+17, Ar*: 1.922796791025704e+18, Ar2(W)^+: 8.694123938448195e+17, Ar(W)^+: 1909387931209115.0, Ar^+: 575799593774219.1, Ar: 3.218771944376329e+24, e(W): 8.714967131626765e+17, EN: 4.486969685445487
time: 0.0005897041535463435, e: 2.4473627257484826e+17, Ar2^+: 2.4423540436772653e+17, Ar*: 1.914846791025704e+18, Ar2(W)^+: 8.720323938448195e+17, Ar(W)^+: 1919387931209115.0, Ar^+: 455799593774219.1, Ar: 3.2187719475561397e+24, e(W): 8.739067131626765e+17, EN: 4.488794403993935
time: 0.0005913954121048132, e: 2.4439627257484826e+17, Ar2^+: 2.4401540436772653e+17, Ar*: 1.914836791025704e+18, Ar2(W)^+: 8.746023938448195e+17, Ar(W)^+: 1939387931209115.0, Ar^+: 455799593774219.1, Ar: 3.2187719428461556e+24, e(W): 8.766167131626765e+17, EN: 4.4965670890613305
time: 0.0005930819473365485, e: 2.4404627257484826e+17, Ar2^+: 2.4347540436772653e+17, Ar*: 1.918376791025704e+18, Ar2(W)^+: 8.770923938448195e+17, Ar(W)^+: 1939387931209115.0, Ar^+: 605799593774219.1, Ar: 3.218771935256247e+24, e(W): 8.790667131626765e+17, EN: 4.504598336530944
time: 0.0005947641913645029, e: 2.4364627257484826e+17, Ar2^+: 2.4319540436772653e+17, Ar*: 1.924926791025704e+18, Ar2(W)^+: 8.797123938448195e+17, Ar(W)^+: 1939387931209115.0, Ar^+: 375799593774219.1, Ar: 3.2187719242564076e+24, e(W): 8.815767131626765e+17, EN: 4.51381435209379
time: 0.0005964377511637766, e: 2.4346627257484826e+17, Ar2^+: 2.4280540436772653e+17, Ar*: 1.935786791025704e+18, Ar2(W)^+: 8.820723938448195e+17, Ar(W)^+: 1939387931209115.0, Ar^+: 505799593774219.1, Ar: 3.2187719093266787e+24, e(W): 8.838567131626765e+17, EN: 4.517974661819546
time: 0.000598105722241729, e: 2.4298627257484826e+17, Ar2^+: 2.4255540436772653e+17, Ar*: 1.946096791025704e+18, Ar2(W)^+: 8.842823938448195e+17, Ar(W)^+: 1939387931209115.0, Ar^+: 625799593774219.1, Ar: 3.218771894976923e+24, e(W): 8.864167131626765e+17, EN: 4.529108827165793
time: 0.0005997575771897535, e: 2.4254627257484826e+17, Ar2^+: 2.4269540436772653e+17, Ar*: 1.955626791025704e+18, Ar2(W)^+: 8.865723938448195e+17, Ar(W)^+: 1939387931209115.0, Ar^+: 485799593774219.1, Ar: 3.21877188072716e+24, e(W): 8.891467131626765e+17, EN: 4.539366596650872
time: 0.0006013872458827343, e: 2.4257627257484826e+17, Ar2^+: 2.4282540436772653e+17, Ar*: 1.967776791025704e+18, Ar2(W)^+: 8.890123938448195e+17, Ar(W)^+: 1949387931209115.0, Ar^+: 385799593774219.1, Ar: 3.218771863527475e+24, e(W): 8.915967131626765e+17, EN: 4.5386656323006385
time: 0.0006030208351233068, e: 2.4317627257484826e+17, Ar2^+: 2.4284540436772653e+17, Ar*: 1.974956791025704e+18, Ar2(W)^+: 8.915223938448195e+17, Ar(W)^+: 1949387931209115.0, Ar^+: 695799593774219.1, Ar: 3.218771850977672e+24, e(W): 8.938367131626765e+17, EN: 4.524694627944739
time: 0.0006046702684310524, e: 2.4336627257484826e+17, Ar2^+: 2.4309540436772653e+17, Ar*: 1.973896791025704e+18, Ar2(W)^+: 8.938623938448195e+17, Ar(W)^+: 1949387931209115.0, Ar^+: 555799593774219.1, Ar: 3.2187718469976516e+24, e(W): 8.960967131626765e+17, EN: 4.520289475456957
time: 0.00060632776914709, e: 2.4346627257484826e+17, Ar2^+: 2.4376540436772653e+17, Ar*: 1.972436791025704e+18, Ar2(W)^+: 8.961123938448195e+17, Ar(W)^+: 1949387931209115.0, Ar^+: 345799593774219.1, Ar: 3.218771842827642e+24, e(W): 8.987067131626765e+17, EN: 4.517974665045655
time: 0.0006079907925454026, e: 2.4379627257484826e+17, Ar2^+: 2.4368540436772653e+17, Ar*: 1.968256791025704e+18, Ar2(W)^+: 8.987123938448195e+17, Ar(W)^+: 1969387931209115.0, Ar^+: 395799593774219.1, Ar: 3.2187718418975685e+24, e(W): 9.009667131626765e+17, EN: 4.510353653355577
time: 0.0006096692550490529, e: 2.4402627257484826e+17, Ar2^+: 2.4404540436772653e+17, Ar*: 1.963096791025704e+18, Ar2(W)^+: 9.009323938448195e+17, Ar(W)^+: 1969387931209115.0, Ar^+: 495799593774219.1, Ar: 3.218771841797462e+24, e(W): 9.034167131626765e+17, EN: 4.505058191811571
time: 0.0006113443789694179, e: 2.4434627257484826e+17, Ar2^+: 2.4406540436772653e+17, Ar*: 1.959626791025704e+18, Ar2(W)^+: 9.035523938448195e+17, Ar(W)^+: 1969387931209115.0, Ar^+: 445799593774219.1, Ar: 3.218771840037404e+24, e(W): 9.056867131626765e+17, EN: 4.4977125515461225
time: 0.0006130313954976141, e: 2.4498627257484826e+17, Ar2^+: 2.4449540436772653e+17, Ar*: 1.949796791025704e+18, Ar2(W)^+: 9.060423938448195e+17, Ar(W)^+: 1969387931209115.0, Ar^+: 605799593774219.1, Ar: 3.2187718438671965e+24, e(W): 9.081267131626765e+17, EN: 4.483097397358463
time: 0.0006147281014868523, e: 2.4468627257484826e+17, Ar2^+: 2.4428540436772653e+17, Ar*: 1.934106791025704e+18, Ar2(W)^+: 9.086823938448195e+17, Ar(W)^+: 1969387931209115.0, Ar^+: 435799593774219.1, Ar: 3.2187718548668284e+24, e(W): 9.106867131626765e+17, EN: 4.489935661855832
time: 0.0006164233146680453, e: 2.4430627257484826e+17, Ar2^+: 2.4376540436772653e+17, Ar*: 1.935436791025704e+18, Ar2(W)^+: 9.112623938448195e+17, Ar(W)^+: 1979387931209115.0, Ar^+: 585799593774219.1, Ar: 3.2187718492568683e+24, e(W): 9.132867131626765e+17, EN: 4.498629365032067
time: 0.0006181038048396369, e: 2.4400627257484826e+17, Ar2^+: 2.4400540436772653e+17, Ar*: 1.933556791025704e+18, Ar2(W)^+: 9.134923938448195e+17, Ar(W)^+: 1979387931209115.0, Ar^+: 485799593774219.1, Ar: 3.218771846296823e+24, e(W): 9.159567131626765e+17, EN: 4.5055181444144115
time: 0.0006197814797762176, e: 2.4343627257484826e+17, Ar2^+: 2.4324540436772653e+17, Ar*: 1.940046791025704e+18, Ar2(W)^+: 9.160023938448195e+17, Ar(W)^+: 1979387931209115.0, Ar^+: 595799593774219.1, Ar: 3.218771836196965e+24, e(W): 9.183867131626765e+17, EN: 4.518668847639277
time: 0.0006214527173604704, e: 2.4314627257484826e+17, Ar2^+: 2.4298540436772653e+17, Ar*: 1.950166791025704e+18, Ar2(W)^+: 9.184323938448195e+17, Ar(W)^+: 1989387931209115.0, Ar^+: 505799593774219.1, Ar: 3.21877182181721e+24, e(W): 9.207667131626765e+17, EN: 4.525390961636312
time: 0.0006231050335729651, e: 2.4270627257484826e+17, Ar2^+: 2.4273540436772653e+17, Ar*: 1.958956791025704e+18, Ar2(W)^+: 9.207323938448195e+17, Ar(W)^+: 1989387931209115.0, Ar^+: 495799593774219.1, Ar: 3.218771808937422e+24, e(W): 9.232467131626765e+17, EN: 4.535630786628622
time: 0.000624751618096112, e: 2.4329627257484826e+17, Ar2^+: 2.4303540436772653e+17, Ar*: 1.967716791025704e+18, Ar2(W)^+: 9.233223938448195e+17, Ar(W)^+: 1989387931209115.0, Ar^+: 635799593774219.1, Ar: 3.218771794257654e+24, e(W): 9.256867131626765e+17, EN: 4.521911352062834
time: 0.0006264049584242235, e: 2.4344627257484826e+17, Ar2^+: 2.4345540436772653e+17, Ar*: 1.968706791025704e+18, Ar2(W)^+: 9.255523938448195e+17, Ar(W)^+: 1999387931209115.0, Ar^+: 585799593774219.1, Ar: 3.218771788007699e+24, e(W): 9.281467131626765e+17, EN: 4.5184374317387075
time: 0.0006280682398987228, e: 2.4366627257484826e+17, Ar2^+: 2.4325540436772653e+17, Ar*: 1.959406791025704e+18, Ar2(W)^+: 9.283323938448195e+17, Ar(W)^+: 1999387931209115.0, Ar^+: 475799593774219.1, Ar: 3.2187717922574935e+24, e(W): 9.303967131626765e+17, EN: 4.513352609147565
time: 0.000629738799305079, e: 2.4399627257484826e+17, Ar2^+: 2.4332540436772653e+17, Ar*: 1.955786791025704e+18, Ar2(W)^+: 9.308823938448195e+17, Ar(W)^+: 1999387931209115.0, Ar^+: 505799593774219.1, Ar: 3.218771790607431e+24, e(W): 9.327167131626765e+17, EN: 4.505748160424778
time: 0.0006314171858451796, e: 2.4428627257484826e+17, Ar2^+: 2.4332540436772653e+17, Ar*: 1.951556791025704e+18, Ar2(W)^+: 9.334223938448195e+17, Ar(W)^+: 2019387931209115.0, Ar^+: 635799593774219.1, Ar: 3.218771789607354e+24, e(W): 9.351167131626765e+17, EN: 4.49908792468008
time: 0.0006330974821368787, e: 2.4447627257484826e+17, Ar2^+: 2.4362540436772653e+17, Ar*: 1.943076791025704e+18, Ar2(W)^+: 9.357623938448195e+17, Ar(W)^+: 2019387931209115.0, Ar^+: 595799593774219.1, Ar: 3.218771792847167e+24, e(W): 9.375267131626765e+17, EN: 4.494735661654063
time: 0.0006347855004021891, e: 2.4437627257484826e+17, Ar2^+: 2.4372540436772653e+17, Ar*: 1.939506791025704e+18, Ar2(W)^+: 9.383923938448195e+17, Ar(W)^+: 2019387931209115.0, Ar^+: 395799593774219.1, Ar: 3.2187717911570987e+24, e(W): 9.401567131626765e+17, EN: 4.497025210704857
time: 0.000636474667306819, e: 2.4452627257484826e+17, Ar2^+: 2.4336540436772653e+17, Ar*: 1.935676791025704e+18, Ar2(W)^+: 9.409823938448195e+17, Ar(W)^+: 2019387931209115.0, Ar^+: 575799593774219.1, Ar: 3.218771790347024e+24, e(W): 9.424167131626765e+17, EN: 4.493591817632755
time: 0.0006381467575822344, e: 2.4375627257484826e+17, Ar2^+: 2.4297540436772653e+17, Ar*: 1.935186791025704e+18, Ar2(W)^+: 9.434423938448195e+17, Ar(W)^+: 2019387931209115.0, Ar^+: 525799593774219.1, Ar: 3.218771786747001e+24, e(W): 9.452067131626765e+17, EN: 4.5112759648942955
time: 0.0006398197291912444, e: 2.4355627257484826e+17, Ar2^+: 2.4305540436772653e+17, Ar*: 1.941466791025704e+18, Ar2(W)^+: 9.456723938448195e+17, Ar(W)^+: 2019387931209115.0, Ar^+: 575799593774219.1, Ar: 3.2187717757971677e+24, e(W): 9.477667131626765e+17, EN: 4.515893501491118
time: 0.0006414886824368913, e: 2.4408627257484826e+17, Ar2^+: 2.4329540436772653e+17, Ar*: 1.941946791025704e+18, Ar2(W)^+: 9.483023938448195e+17, Ar(W)^+: 2029387931209115.0, Ar^+: 515799593774219.1, Ar: 3.218771769627199e+24, e(W): 9.500567131626765e+17, EN: 4.503678951124022
time: 0.0006431670852838742, e: 2.4408627257484826e+17, Ar2^+: 2.4352540436772653e+17, Ar*: 1.945386791025704e+18, Ar2(W)^+: 9.505823938448195e+17, Ar(W)^+: 2039387931209115.0, Ar^+: 425799593774219.1, Ar: 3.218771761247296e+24, e(W): 9.524867131626765e+17, EN: 4.503678951653906
time: 0.0006448422771126895, e: 2.4449627257484826e+17, Ar2^+: 2.4385540436772653e+17, Ar*: 1.937786791025704e+18, Ar2(W)^+: 9.530123938448195e+17, Ar(W)^+: 2039387931209115.0, Ar^+: 575799593774219.1, Ar: 3.2187717631771466e+24, e(W): 9.549867131626765e+17, EN: 4.494278053072918
time: 0.0006465311076072249, e: 2.4429627257484826e+17, Ar2^+: 2.4380540436772653e+17, Ar*: 1.935766791025704e+18, Ar2(W)^+: 9.554923938448195e+17, Ar(W)^+: 2049387931209115.0, Ar^+: 555799593774219.1, Ar: 3.2187717603471014e+24, e(W): 9.576067131626765e+17, EN: 4.498858639580286
time: 0.0006482071797954968, e: 2.4420627257484826e+17, Ar2^+: 2.4388540436772653e+17, Ar*: 1.931966791025704e+18, Ar2(W)^+: 9.581023938448195e+17, Ar(W)^+: 2049387931209115.0, Ar^+: 445799593774219.1, Ar: 3.218771758877019e+24, e(W): 9.602767131626765e+17, EN: 4.500923144495416
time: 0.0006498883936159601, e: 2.4438627257484826e+17, Ar2^+: 2.4403540436772653e+17, Ar*: 1.933006791025704e+18, Ar2(W)^+: 9.605123938448195e+17, Ar(W)^+: 2059387931209115.0, Ar^+: 485799593774219.1, Ar: 3.21877175266707e+24, e(W): 9.627067131626765e+17, EN: 4.496796149073504
time: 0.0006515700961086693, e: 2.4421627257484826e+17, Ar2^+: 2.4351540436772653e+17, Ar*: 1.935216791025704e+18, Ar2(W)^+: 9.631023938448195e+17, Ar(W)^+: 2059387931209115.0, Ar^+: 615799593774219.1, Ar: 3.2187717461871317e+24, e(W): 9.650767131626765e+17, EN: 4.500693656641673
time: 0.0006532447947770068, e: 2.4426627257484826e+17, Ar2^+: 2.4352540436772653e+17, Ar*: 1.932846791025704e+18, Ar2(W)^+: 9.656523938448195e+17, Ar(W)^+: 2059387931209115.0, Ar^+: 555799593774219.1, Ar: 3.2187717434970954e+24, e(W): 9.675267131626765e+17, EN: 4.499546586020524
time: 0.0006549330598687362, e: 2.4408627257484826e+17, Ar2^+: 2.4310540436772653e+17, Ar*: 1.934186791025704e+18, Ar2(W)^+: 9.683723938448195e+17, Ar(W)^+: 2059387931209115.0, Ar^+: 565799593774219.1, Ar: 3.2187717375471333e+24, e(W): 9.700167131626765e+17, EN: 4.503678955397521
time: 0.0006566061052609071, e: 2.4371627257484826e+17, Ar2^+: 2.4261540436772653e+17, Ar*: 1.938056791025704e+18, Ar2(W)^+: 9.709123938448195e+17, Ar(W)^+: 2069387931209115.0, Ar^+: 475799593774219.1, Ar: 3.2187717296572215e+24, e(W): 9.723567131626765e+17, EN: 4.512198674128392
time: 0.0006582720556203038, e: 2.4331627257484826e+17, Ar2^+: 2.4217540436772653e+17, Ar*: 1.936076791025704e+18, Ar2(W)^+: 9.734023938448195e+17, Ar(W)^+: 2079387931209115.0, Ar^+: 485799593774219.1, Ar: 3.218771727517168e+24, e(W): 9.748267131626765e+17, EN: 4.521447844848672
time: 0.000659946082404631, e: 2.4347627257484826e+17, Ar2^+: 2.4249540436772653e+17, Ar*: 1.939236791025704e+18, Ar2(W)^+: 9.757823938448195e+17, Ar(W)^+: 2089387931209115.0, Ar^+: 425799593774219.1, Ar: 3.2187717190072606e+24, e(W): 9.773167131626765e+17, EN: 4.517743339652899
time: 0.0006616107325461629, e: 2.4349627257484826e+17, Ar2^+: 2.4237540436772653e+17, Ar*: 1.944256791025704e+18, Ar2(W)^+: 9.784023938448195e+17, Ar(W)^+: 2089387931209115.0, Ar^+: 505799593774219.1, Ar: 3.2187717089074045e+24, e(W): 9.798767131626765e+17, EN: 4.517280731095696
time: 0.0006632635450612928, e: 2.4320627257484826e+17, Ar2^+: 2.4203540436772653e+17, Ar*: 1.950166791025704e+18, Ar2(W)^+: 9.808823938448195e+17, Ar(W)^+: 2089387931209115.0, Ar^+: 545799593774219.1, Ar: 3.218771698677542e+24, e(W): 9.823467131626765e+17, EN: 4.523998446991154
time: 0.0006649186928226232, e: 2.4338627257484826e+17, Ar2^+: 2.4224540436772653e+17, Ar*: 1.956466791025704e+18, Ar2(W)^+: 9.830923938448195e+17, Ar(W)^+: 2099387931209115.0, Ar^+: 565799593774219.1, Ar: 3.218771687507714e+24, e(W): 9.846167131626765e+17, EN: 4.519826330481647
time: 0.0006665698685967024, e: 2.4287627257484826e+17, Ar2^+: 2.4205540436772653e+17, Ar*: 1.965556791025704e+18, Ar2(W)^+: 9.853523938448195e+17, Ar(W)^+: 2109387931209115.0, Ar^+: 475799593774219.1, Ar: 3.218771674357934e+24, e(W): 9.871167131626765e+17, EN: 4.531668661468701
time: 0.0006682164778914805, e: 2.4276627257484826e+17, Ar2^+: 2.4173540436772653e+17, Ar*: 1.972436791025704e+18, Ar2(W)^+: 9.876723938448195e+17, Ar(W)^+: 2119387931209115.0, Ar^+: 515799593774219.1, Ar: 3.2187716634281015e+24, e(W): 9.892767131626765e+17, EN: 4.534231556903914
time: 0.0006698566581677839, e: 2.4288627257484826e+17, Ar2^+: 2.4187540436772653e+17, Ar*: 1.982946791025704e+18, Ar2(W)^+: 9.900623938448195e+17, Ar(W)^+: 2119387931209115.0, Ar^+: 655799593774219.1, Ar: 3.218771647718375e+24, e(W): 9.918267131626765e+17, EN: 4.531435824965721
time: 0.000671510284785908, e: 2.4364627257484826e+17, Ar2^+: 2.4307540436772653e+17, Ar*: 1.978096791025704e+18, Ar2(W)^+: 9.921523938448195e+17, Ar(W)^+: 2119387931209115.0, Ar^+: 425799593774219.1, Ar: 3.218771646218292e+24, e(W): 9.941267131626765e+17, EN: 4.5138143763449445
time: 0.0006731688277670315, e: 2.4375627257484826e+17, Ar2^+: 2.4336540436772653e+17, Ar*: 1.972296791025704e+18, Ar2(W)^+: 9.945823938448195e+17, Ar(W)^+: 2129387931209115.0, Ar^+: 485799593774219.1, Ar: 3.218771646508184e+24, e(W): 9.968067131626765e+17, EN: 4.511275976001131
time: 0.0006748222480542358, e: 2.4376627257484826e+17, Ar2^+: 2.4352540436772653e+17, Ar*: 1.965086791025704e+18, Ar2(W)^+: 9.969723938448195e+17, Ar(W)^+: 2129387931209115.0, Ar^+: 455799593774219.1, Ar: 3.218771648648035e+24, e(W): 9.993167131626765e+17, EN: 4.511045363419685
time: 0.0006764891356000344, e: 2.4397627257484826e+17, Ar2^+: 2.4383540436772653e+17, Ar*: 1.960676791025704e+18, Ar2(W)^+: 9.992223938448195e+17, Ar(W)^+: 2129387931209115.0, Ar^+: 445799593774219.1, Ar: 3.2187716479479576e+24, e(W): 1.0016567131626765e+18, EN: 4.506208274999986
time: 0.0006781740279264609, e: 2.4461627257484826e+17, Ar2^+: 2.4435540436772653e+17, Ar*: 1.955676791025704e+18, Ar2(W)^+: 1.0018823938448195e+18, Ar(W)^+: 2139387931209115.0, Ar^+: 445799593774219.1, Ar: 3.218771646577873e+24, e(W): 1.0042067131626765e+18, EN: 4.4915344685075596
time: 0.0006798582739641454, e: 2.4425627257484826e+17, Ar2^+: 2.4412540436772653e+17, Ar*: 1.949586791025704e+18, Ar2(W)^+: 1.0042623938448195e+18, Ar(W)^+: 2139387931209115.0, Ar^+: 505799593774219.1, Ar: 3.21877164830774e+24, e(W): 1.0067767131626765e+18, EN: 4.499775958910345
time: 0.0006815425500839423, e: 2.4391627257484826e+17, Ar2^+: 2.4412540436772653e+17, Ar*: 1.944676791025704e+18, Ar2(W)^+: 1.0067323938448195e+18, Ar(W)^+: 2139387931209115.0, Ar^+: 545799593774219.1, Ar: 3.2187716482376424e+24, e(W): 1.0096267131626765e+18, EN: 4.507589175880584
time: 0.0006832078177815096, e: 2.4372627257484826e+17, Ar2^+: 2.4392540436772653e+17, Ar*: 1.948886791025704e+18, Ar2(W)^+: 1.0092123938448195e+18, Ar(W)^+: 2139387931209115.0, Ar^+: 535799593774219.1, Ar: 3.218771639477746e+24, e(W): 1.0120867131626765e+18, EN: 4.512024303756535
time: 0.0006848768358113092, e: 2.4429627257484826e+17, Ar2^+: 2.4437540436772653e+17, Ar*: 1.946686791025704e+18, Ar2(W)^+: 1.0114723938448195e+18, Ar(W)^+: 2139387931209115.0, Ar^+: 605799593774219.1, Ar: 3.218771636187724e+24, e(W): 1.0142967131626765e+18, EN: 4.498858651696075
time: 0.0006865567435669254, e: 2.4417627257484826e+17, Ar2^+: 2.4453540436772653e+17, Ar*: 1.945016791025704e+18, Ar2(W)^+: 1.0137923938448195e+18, Ar(W)^+: 2149387931209115.0, Ar^+: 525799593774219.1, Ar: 3.2187716329676974e+24, e(W): 1.0168267131626765e+18, EN: 4.501611772525222
time: 0.0006882426497334767, e: 2.4391627257484826e+17, Ar2^+: 2.4437540436772653e+17, Ar*: 1.939736791025704e+18, Ar2(W)^+: 1.0163023938448195e+18, Ar(W)^+: 2149387931209115.0, Ar^+: 465799593774219.1, Ar: 3.2187716336075815e+24, e(W): 1.0193767131626765e+18, EN: 4.507589177984145
time: 0.0006899152417377076, e: 2.4383627257484826e+17, Ar2^+: 2.4424540436772653e+17, Ar*: 1.939136791025704e+18, Ar2(W)^+: 1.0188423938448195e+18, Ar(W)^+: 2169387931209115.0, Ar^+: 515799593774219.1, Ar: 3.2187716293175846e+24, e(W): 1.0219367131626765e+18, EN: 4.50943177839187
time: 0.0006915907779083294, e: 2.4418627257484826e+17, Ar2^+: 2.4451540436772653e+17, Ar*: 1.942536791025704e+18, Ar2(W)^+: 1.0212723938448195e+18, Ar(W)^+: 2169387931209115.0, Ar^+: 495799593774219.1, Ar: 3.218771620537691e+24, e(W): 1.0242667131626765e+18, EN: 4.5013822105806405
time: 0.0006932691309696193, e: 2.4403627257484826e+17, Ar2^+: 2.4438540436772653e+17, Ar*: 1.945946791025704e+18, Ar2(W)^+: 1.0236823938448195e+18, Ar(W)^+: 2169387931209115.0, Ar^+: 495799593774219.1, Ar: 3.2187716125677785e+24, e(W): 1.0266967131626765e+18, EN: 4.504828280750088
time: 0.000694939768697558, e: 2.4370627257484826e+17, Ar2^+: 2.4410540436772653e+17, Ar*: 1.951716791025704e+18, Ar2(W)^+: 1.0261123938448195e+18, Ar(W)^+: 2169387931209115.0, Ar^+: 465799593774219.1, Ar: 3.2187716025279236e+24, e(W): 1.0291467131626765e+18, EN: 4.5124294249489
time: 0.0006966135035813782, e: 2.4328627257484826e+17, Ar2^+: 2.4395540436772653e+17, Ar*: 1.955786791025704e+18, Ar2(W)^+: 1.0284623938448195e+18, Ar(W)^+: 2169387931209115.0, Ar^+: 485799593774219.1, Ar: 3.2187715940380387e+24, e(W): 1.0317867131626765e+18, EN: 4.522143171905584
time: 0.0006982699613632286, e: 2.4298627257484826e+17, Ar2^+: 2.4404540436772653e+17, Ar*: 1.960166791025704e+18, Ar2(W)^+: 1.0307023938448195e+18, Ar(W)^+: 2169387931209115.0, Ar^+: 455799593774219.1, Ar: 3.218771585028154e+24, e(W): 1.0343867131626765e+18, EN: 4.5291088593331805
